sep=,
Plate name,Plate ID,Plate type,Well,Hyperwell,Reaction Mix name,Sample name,Target names,Categories,Group,Valid partitions,Volume per well [μL],Count categories,Count random,Random variation,Lambda,Lambda error,Conc. per group [cp/µl],Conc. per group error,Concentration factor,Template volume [µl],Total volume [µl],Undiluted Conc. per group [cp/µl],Undiluted Conc. per group [cp/µl] error,Conversion factor,Conversion factor unit,Conv. Undiluted Conc. per group,Conv. Undiluted Conc. per group error,% intact,% intact error
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25262,19.174,4067,-,-,0.24511058027883048,0.0038743568950263705,337.279521752199,5.331231475872315,,,,-,-,,,-,-,-,-
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,---,25262,19.174,14642,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25163,19.355,182,181.99999999999915,16.900911395377054,0.0,8.535303237343894E-4,0.0,1.163500080672081,-,-,-,-,-,-,-,-,-,0.0,0.11167170713943095
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25163,19.355,541,-,-,0.0,0.0016653229316767174,0.0,2.2701048943094038,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25163,19.355,1123,-,-,0.0,0.002193641541554784,0.0,2.99028873326693,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25163,19.355,2811,-,-,0.21513616989805473,0.004068011789776336,293.2654459617812,5.545358980183872,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25163,19.355,1054,-,-,0.0,0.002123998152477227,0.0,2.8953535135602766,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25163,19.355,2623,-,-,0.2021057665117274,0.003944081385724412,275.5028955642168,5.376421766001182,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25163,19.355,5118,-,-,0.36257501767093603,0.00505000533289542,494.24847668457636,6.883975236533855,,,,-,-,,,-,-,-,-
,,,D1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,---,25163,19.355,11711,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
